label,text
Not_Fraud,Sorry da..today i wont come to play..i have driving clas..
Not_Fraud,I'm really sorry I lit your hair on fire
Not_Fraud,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"""
Not_Fraud,Okey dokey swashbuckling stuff what oh.
Not_Fraud,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
Not_Fraud,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
Not_Fraud,Well. You know what i mean. Texting
Not_Fraud,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...
Not_Fraud,Lol! Oops sorry! Have fun. 
Not_Fraud,Wat happened to the cruise thing
Not_Fraud,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?"
Fraud,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
Not_Fraud,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
Not_Fraud,Yeah just open chat and click friend lists. Then make the list. Easy as pie
Not_Fraud,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
Not_Fraud,When/where do I pick you up
Not_Fraud,As usual u can call me ard 10 smth.
Not_Fraud,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.
Not_Fraud,Poor girl can't go one day lmao
Not_Fraud,Or just do that 6times
Not_Fraud,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
Not_Fraud,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
Not_Fraud,Its worse if if uses half way then stops. Its better for him to complete it.
Not_Fraud,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
Not_Fraud,Send me the new number
Fraud,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
Not_Fraud,2 and half years i missed your friendship:-)
Not_Fraud,Oh for fuck's sake she's in like tallahassee
Not_Fraud,"Haha, that was the first person I was gonna ask"
Fraud,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
Not_Fraud,Taka lor. Wat time u wan 2 come n look 4 us?
Fraud,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw
Not_Fraud,"\I;m reaching in another 2 stops.\"""""
Not_Fraud,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
Fraud,Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers
Not_Fraud,Will you come online today night
Not_Fraud,Then anything special?
Not_Fraud,"I'm in solihull, | do you want anything?"
Not_Fraud,Will do. Have a good day
Not_Fraud,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
Not_Fraud,Love that holiday Monday feeling even if I have to go to the dentists in an hour
Not_Fraud,I am on the way to tirupur.
Fraud,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
Not_Fraud,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
Not_Fraud,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
Not_Fraud,"Just dropped em off, omw back now"
Not_Fraud,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
Not_Fraud,Re your call; You didn't see my facebook huh?
Not_Fraud,"G says you never answer your texts, confirm/deny"
Not_Fraud,"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
Not_Fraud,Oh yah... We never cancel leh... Haha 
Not_Fraud,We can go 4 e normal pilates after our intro...  
Not_Fraud,Ok... Let u noe when i leave my house.
Not_Fraud,"Oh yes, why is it like torture watching england?"
Not_Fraud,Wanna do some art?! :D
Not_Fraud,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
Fraud,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
Not_Fraud,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
Not_Fraud,Match started.india  &lt;#&gt;  for 2
Not_Fraud,Once free call me sir.
Not_Fraud,Hey do you want anything to buy:)
Not_Fraud,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
Not_Fraud,K..k.:)congratulation ..
Not_Fraud,G wants to know where the fuck you are
Not_Fraud,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
Not_Fraud,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
Not_Fraud,ÌÏ go home liao? Ask dad to pick me up at 6...
Not_Fraud,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
Not_Fraud,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
Not_Fraud,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
Not_Fraud,Wrong phone! This phone! I answer this one but assume the other is people i don't well
Not_Fraud,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
Not_Fraud,I'm already back home so no probably not
Fraud,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
Not_Fraud,I am in bus on the way to calicut
Not_Fraud,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
Not_Fraud,hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx
Fraud,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402."
Not_Fraud,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!
Not_Fraud,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
Not_Fraud,Doing my masters. When will you buy a bb cos i have for sale and how's bf
Not_Fraud,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
Not_Fraud,I'm vivek:)i got call from your number.
Not_Fraud,Why didn't u call on your lunch?
Not_Fraud,"What i mean was i left too early to check, cos i'm working a 9-6."
Not_Fraud,I want  &lt;#&gt;  rs da:)do you have it?
Not_Fraud,I want to see your pretty pussy...
Fraud,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
Not_Fraud,"A few people are at the game, I'm at the mall with iouri and kaila"
Fraud,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only
Fraud,You can donate å£2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. å£2.50 will be added to your next bill
Not_Fraud,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
Not_Fraud,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
Not_Fraud,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
Not_Fraud,Hey come online! Use msn... We are all there
Not_Fraud,I'm fine. Hope you are good. Do take care.
Not_Fraud,Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.
Not_Fraud,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
Not_Fraud,Yar... I tot u knew dis would happen long ago already.
Not_Fraud,You are gorgeous! keep those pix cumming :) thank you!
Not_Fraud,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
Not_Fraud,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
Not_Fraud,So what u doing today?
Not_Fraud,I said its okay. Sorry
Not_Fraud,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
Not_Fraud,Networking job is there.
Fraud,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
Not_Fraud,Dont let studying stress you out. L8r.
Not_Fraud,That's y u haf 2 keep me busy...
Not_Fraud,No rushing. I'm not working. I'm in school so if we rush we go hungry.
Not_Fraud,Which channel:-):-):):-).
Not_Fraud,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
Fraud,Phony å£350 award - Todays Voda numbers ending XXXX are selected to receive a å£350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
Not_Fraud,"We made it! Eta at taunton is 12:30 as planned, hope thatÛ÷s still okday?! Good to see you! :-xx"
Not_Fraud,I'm hungry buy smth home...
Not_Fraud,\HEY KATE
Not_Fraud,My drive can only be read. I need to write
Not_Fraud,"Just looked it up and addie goes back Monday, sucks to be her"
Not_Fraud,Happy new year. Hope you are having a good semester
Not_Fraud,Esplanade lor. Where else...
Not_Fraud,Can you talk with me..
Not_Fraud,"Hmph. Go head, big baller."
Not_Fraud,Well its not like you actually called someone a punto. That woulda been worse.
Not_Fraud,"Nope. Since ayo travelled, he has forgotten his guy"
Not_Fraud,You still around? Looking to pick up later
Fraud,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
Not_Fraud,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
Not_Fraud,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
Not_Fraud,ILL B DOWN SOON
Not_Fraud,Oh k. . I will come tomorrow
Not_Fraud,Go fool dont cheat others ok
Not_Fraud,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
Not_Fraud,"By the way, 'rencontre' is to meet again. Mountains dont...."
Fraud,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p
Not_Fraud,U attend ur driving lesson how many times a wk n which day?
Not_Fraud,"Uncle G, just checking up on you. Do have a rewarding month"
Not_Fraud,Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*
Not_Fraud,I think the other two still need to get cash but we can def be ready by 9
Not_Fraud,Hey gals...U all wanna meet 4 dinner at nÌÂte? 
Fraud,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
Not_Fraud,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?
Not_Fraud,Great! How is the office today?
Not_Fraud,"It's cool, we can last a little while. Getting more any time soon?"
Not_Fraud,:-( sad puppy noise
Not_Fraud,Yes its possible but dint try. Pls dont tell to any one k
Not_Fraud,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota
Not_Fraud,Where you. What happen
Not_Fraud,I was gonna ask you lol but i think its at 7
Fraud,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
Fraud,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
Not_Fraud,Go chase after her and run her over while she's crossing the street
Fraud,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
Not_Fraud,Hey... Very inconvenient for your sis a not huh?
Not_Fraud,Ok i vl..do u know i got adsense approved..
Not_Fraud,"* Was really good to see you the other day dudette, been missing you!"
Not_Fraud,I want to go to perumbavoor
Not_Fraud,How many times i told in the stage all use to laugh. You not listen aha.
Not_Fraud,(You didn't hear it from me)
Not_Fraud,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
Not_Fraud,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
Fraud,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
Not_Fraud,She ran off with a younger man. we will make pretty babies together :)
Fraud,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
Not_Fraud,O ic lol. Should play 9 doors sometime yo
Not_Fraud,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
Not_Fraud,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.
Not_Fraud,Hmmm.still we dont have opener?
Not_Fraud,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
Not_Fraud,I will vote for wherever my heart guides me
Not_Fraud,With my sis lor... We juz watched italian job.
Not_Fraud,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ..."
Not_Fraud,Lmao you know me so well...
Not_Fraud,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
Not_Fraud,Goodnight da thangam I really miss u dear.
Not_Fraud,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
Not_Fraud,"Geeeee ... Your internet is really bad today, eh ?"
Fraud,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674
Not_Fraud,I think i am disturbing her da
Not_Fraud,"Sorry, I'll call you  later. I am in meeting sir."
Not_Fraud,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
Not_Fraud,Ok i also wan 2 watch e 9 pm show...
Not_Fraud,I dunno lei... Like dun haf...
Not_Fraud,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.
Not_Fraud,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.
Fraud,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 
Not_Fraud,Talk to g and x about that
Not_Fraud,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
Fraud,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
Not_Fraud,As in different styles?
Fraud,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.
Not_Fraud,Gud ni8 dear..slp well..take care..swt dreams..Muah..
Fraud,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921"
Not_Fraud,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
Not_Fraud,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh."
Fraud,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
Not_Fraud,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
Not_Fraud,\Keep ur problems in ur heart
Not_Fraud,"Yeah, give me a call if you've got a minute"
Not_Fraud,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
Not_Fraud,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
Not_Fraud,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
Not_Fraud,Hey happy birthday...
Not_Fraud,Sorry i missed your call. Can you please call back.
Not_Fraud,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
Not_Fraud,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
Not_Fraud,I wont do anything de.
Not_Fraud,What type of stuff do you sing?
Not_Fraud,"St andre, virgil's cream"
Not_Fraud,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
Not_Fraud,Gokila is talking with you aha:)
Not_Fraud,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
Not_Fraud,K.k.this month kotees birthday know?
Not_Fraud,But i'm really really broke oh. No amount is too small even  &lt;#&gt; 
Not_Fraud,Sorry about that this is my mates phone and i didnt write it love Kate
Fraud,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!"
Not_Fraud,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
Not_Fraud,"Aight, call me once you're close"
Not_Fraud,Nope thats fine. I might have a nap tho! 
Fraud,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com
Not_Fraud,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
Not_Fraud,Ding me on ya break fassyole! Blacko from londn
Not_Fraud,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA
Not_Fraud,Oh you got many responsibilities.
Fraud,You have 1 new message. Please call 08715205273
Not_Fraud,I've reached sch already...
Fraud,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
Not_Fraud,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
Not_Fraud,Argh why the fuck is nobody in town ;_;
Fraud,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
Not_Fraud,Thanks. Fills me with complete calm and reassurance! 
Not_Fraud,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....
Not_Fraud,Are you driving or training?
Not_Fraud,Lol for real. She told my dad I have cancer
Fraud,PRIVATE! Your 2003 Account Statement for 078
Not_Fraud,"Oops I did have it,  &lt;#&gt; ?"
Not_Fraud,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
Not_Fraud,"Hi Chikku, send some nice msgs"
Not_Fraud,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary"
Not_Fraud,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
Not_Fraud,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola"
Not_Fraud,Cuz ibored. And don wanna study
Not_Fraud,Wot about on wed nite I am 3 then but only til 9!
Not_Fraud,Any way where are you and what doing.
Not_Fraud,That sucks. I'll go over so u can do my hair. You'll do it free right?
Not_Fraud,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
Not_Fraud,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
Not_Fraud,Sday only joined.so training we started today:)
Not_Fraud,Sorry * was at the grocers.
Not_Fraud,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
Fraud,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins"
Not_Fraud,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
Not_Fraud,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
Not_Fraud,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.
Not_Fraud,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
Not_Fraud,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
Not_Fraud,I'm in office now da:)where are you?
Not_Fraud,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
Not_Fraud,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
Fraud,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
Not_Fraud,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)
Not_Fraud,Pls call me da. What happen.
Not_Fraud,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)"
Not_Fraud,No problem with the renewal. I.ll do it right away but i dont know his details.
Not_Fraud,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
Not_Fraud,Haven't left yet so probably gonna be here til dinner
Not_Fraud,"Like  &lt;#&gt; , same question"
Not_Fraud,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
Not_Fraud,"Sir, I need Velusamy sir's date of birth and company bank facilities details."
Not_Fraud,K k:) sms chat with me.
Not_Fraud,I will come with karnan car. Please wait till 6pm will directly goto doctor.
Not_Fraud,No but the bluray player can
Not_Fraud,Ok... Then r we meeting later?
Not_Fraud,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
Not_Fraud,Just send a text. We'll skype later.
Not_Fraud,Ok leave no need to ask
Not_Fraud,ÌÏ still got lessons?  ÌÏ in sch?
Not_Fraud,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
Not_Fraud,Oh did you charge camera
Not_Fraud,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!"
Not_Fraud,Now i'm going for lunch.
Not_Fraud,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.
Not_Fraud,"Aight, text me tonight and we'll see what's up"
Not_Fraud,U 2.
Not_Fraud,Water logging in desert. Geoenvironmental implications.
Not_Fraud,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
Fraud,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!
Not_Fraud,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please "
Not_Fraud,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
Not_Fraud,K sure am in my relatives home. Sms me de. Pls:-)
Not_Fraud,"Fuuuuck I need to stop sleepin, sup"
Not_Fraud,I'm in town now so i'll jus take mrt down later.
Not_Fraud,I just cooked a rather nice salmon a la you
Not_Fraud,I uploaded mine to Facebook
Not_Fraud,WHAT TIME U WRKIN?
Fraud,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
Fraud,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
Not_Fraud,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
Not_Fraud,"It's wylie, you in tampa or sarasota?"
Not_Fraud,Ok... Take ur time n enjoy ur dinner...
Not_Fraud,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
Fraud,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic "
Not_Fraud,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..
Not_Fraud,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
Not_Fraud,Ugh my leg hurts. Musta overdid it on mon.
Fraud,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
Not_Fraud,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
Not_Fraud,How come she can get it? Should b quite diff to guess rite...
Fraud,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt
Not_Fraud,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
Not_Fraud,Hi.what you think about match?
Not_Fraud,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
Not_Fraud,Dai i downloaded but there is only exe file which i can only run that exe after installing.
Not_Fraud,It is only yesterday true true.
Not_Fraud,K.k.how is your business now?
Not_Fraud,3 pa but not selected.
Not_Fraud,Well thats nice. Too bad i cant eat it
Not_Fraud,I accidentally brought em home in the box
Not_Fraud,Pls she needs to dat slowly or she will vomit more.
Not_Fraud,I have to take exam with in march 3
Not_Fraud,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
Not_Fraud,5 nights...We nt staying at port step liao...Too ex
Not_Fraud,If I die I want u to have all my stuffs.
Not_Fraud,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\"""""
Not_Fraud,I re-met alex nichols from middle school and it turns out he's dealing!
Fraud,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04
Not_Fraud,It means u could not keep ur words.
Not_Fraud,"Nope, I'm still in the market"
Not_Fraud,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
Not_Fraud,Hey what how about your project. Started aha da.
Not_Fraud,Ok cool. See ya then.
Not_Fraud,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
Fraud,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
Not_Fraud,Yeah I can still give you a ride
Not_Fraud,"Jay wants to work out first, how's 4 sound?"
Not_Fraud,"Gud gud..k, chikku tke care.. sleep well gud nyt"
Not_Fraud,Hmm thinking lor...
Not_Fraud,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*
Not_Fraud,thanks for the temales it was wonderful. Thank. Have a great week.
Not_Fraud,Thank you princess! I want to see your nice juicy booty...
Not_Fraud,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.
